Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,sugarcane top dressing fertilizer management,Recommended for apply urea 80 kg + potash 25 kg / ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-20 15:28:09
RABI,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Seeds,ragi seed availability,recommended for contacting Centre of excellence for mllets  athiyandal  thiruvannamalai - 04175-298001,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-03-20 18:07:03
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,Asking about suitable black gram variety for this season,Recommended for suitable black gram variety for this season is ADT 5,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-03-21 11:59:23
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,cotton top dressing fertilizer management,Recommended for apply urea 33kg / acre,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-22 12:16:55
RABI,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,asking about coconut red palm weevil management,recommended for Fill the crown and the axils of top most three leaves with a mixture of fine sand and neem seed powder or neem seed kernel powder (2:1) once in three months to prevent the attack of rhinoceros beetle damage in which the red palm weevil lays eggs.,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-03-22 12:55:45
RABI,AGRICULTURE,Others,Others,Training and Exposure Visits,Mushroom training details,Recommended number for TNAU mushroom training department office number : 0422 – 6611336,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-22 14:37:22
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Inducing more tillering in paddy crop,Recommended for apply  micro food 5 kg mixed with 20 kg of sand /acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-03-22 16:26:31
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Coconut fertilizer management,Recommended for apply FYM 25 kg + urea 650 gram + supper phosphate 1 kg + potash 1 kg + neem cake 2.5 kg + micro food 500 gram /tree once in 6 month,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-03-22 16:28:55
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / ac,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-03-22 16:39:37
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,Smut control in sugarcane,recommended for Soil drench with carbendazim 2 gm /lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-22 17:26:01
RABI,AGRICULTURE,Others,Others,Seeds,ADT 5 seeds availability information,recommended for contact number at kallakurichi 9443326672,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-23 12:47:36
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Market rate for ADT37paddy,Recommended at Thattanchavady 1020 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-24 12:10:22
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,black gram season and variety,Recommended for black gram season April - May and variety ADT 5,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-03-25 20:20:08
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Seeds,sesame varieties,"Recommended for TMV 3  TMV 4  TMV 6  TMV 7  CO 1  
VRI (SV) 1  SVPR 1  VRI (SV) 2",PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-03-25 20:23:15
RABI,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,thrips in paddy,Recommended for spray Imidacloprid 2ml / lit,PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-03-26 8:22:14
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,black gram season and variety,recommended black gram season April - May and variety ADT 5,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-03-26 8:56:42
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,blackgram variety ADT 5 yield,recommended blackgram variety ADT 5 yield 530kg/ac,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-03-26 9:00:27
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Black gram flower drop management,recommended for spray planofix 2ml /4.5 litre of water,PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-03-26 10:10:04
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,Sowing season varieties for Puthucheri,"Recommended for varieties TMV 3  TMV 4  TMV 6  TMV 7  CO 1  
VRI (SV) 1  SVPR 1  VRI (SV) 2",PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-03-27 16:05:41
RABI,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,leaf folder in paddy,Recommended for spray Profenofos 2ml / lit,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-27 19:08:32
RABI,HORTICULTURE,Flowers,Jasmine,Seeds and Planting Material,jasmine seedlings availability,Recommended for Contact to Krishi Vigyan Kendra  Kurumbapet  Pondicherry-605009. 04368 236479,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-03-28 10:49:00
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Paddy foliar spray,Recommended for spray zinc sulphate 5 + urea 5 / lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-03-28 14:54:38
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Bio-Pesticides and Bio-Fertilizers,Leaf folder control in paddy,recommended for spray Azadirachtin 3 ml/lit of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-03-28 16:33:48
RABI,AGRICULTURE,Others,Others,Weather,weather report information,recommended for cloudy weather and no possibility of rainfall,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-03-29 10:47:55
RABI,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,stem borer in paddy,Recommended for spray Profenofos 2ml / lit,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-03-31 21:07:31
KHARIF,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,market rate for sesame,recommended market rate for sesame Thattanchavady 2096-5761 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-01 8:34:04
JAYAD,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,sucking  pest management for Brinjal,recommended for the spray  Dimethoate 2ml /lit of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-02 18:03:54
JAYAD,AGRICULTURE,Millets,Kodo Millet (Kodara/Varagu),Sowing Time and Weather,sowing season for Varagu,Recommended for varagu sowing season  July-August,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-02 19:56:52
JAYAD,AGRICULTURE,Sugar and Starch Crops,Tapioca (Cassava),Plant Protection,sucking pest control in tapioca,recommended for Spray imidaclopride 0.6 ml/lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-03 14:07:44
JAYAD,HORTICULTURE,Plantation Crops,Teak,Nutrient Management,Casuarina top fertilizer management,Recommended for apply urea 10 kg + super phosphate 30 kg + potash 20 kg/ac,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-03 14:39:42
KHARIF,HORTICULTURE,Fruits,Aonla,Plant Protection,Plant growth regulator in anola,Recommended for spray Brassinolide 0.5 ml/litre of water.,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-04 18:04:34
JAYAD,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,panchakavya preparation information,recommended for cow dung 5 kg + cow urine 3 litre + toddy 2 litre + banana 12 + butter milk 3 litre + cane juice 3 litre +milk 3 litre + tender coconut 3 litre  mix well after 15 to 20 days it will be ready,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-04 19:13:18
JAYAD,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,amirtha  karaisal preparation,recommended for cowdung 10 kg + cow urine 10 kg + 100 litre of water + 250 gm jaggery / 1 litre karaisal  + 9 litre water mixed well to spray,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-04 19:27:28
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,asking about nematode in paddy,Recommended for apply carbofuran 3 - 5kg /ac,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-05 18:07:19
JAYAD,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,asking about need for brinjal,"recommended for contact with Department of Vegetable Crops,  TNAU, Coimbatore, phone; 0422-6611374",PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-05 18:30:18
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Crop loan  details,recommended for the contact near  bank,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-06 13:24:52
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Market rate for black gram,Recommended for Rs 3259-10209/quintal.,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-07 17:10:15
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy basal fertilizer management,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10kg + FYM 10ton /ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-08 9:15:39
KHARIF,HORTICULTURE,Fruits,Aonla,Bio-Pesticides and Bio-Fertilizers,disease pre control in amla,recommended for spray Pseudomonas fluorescence 5 g/lit of water,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,2016-07-08 9:43:51
KHARIF,HORTICULTURE,Vegetables,Brinjal,Plant Protection,shoot borer in brinjal,recommended for spray profenophos50EC 2ml+teepol 1ml+neemoil 3ml/lit of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-08 12:22:16
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Basal dose fertilizer application in Paddy,Recommended for apply DAP-50 kg + Zinc sulphate-10 kg +neem cake-10 kg/acre,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-08 16:34:30
KHARIF,AGRICULTURE,Sugar and Starch Crops,Tapioca (Cassava),Plant Protection,tapioca mealy bug management,recommended for spray profenophos 2 ml + acephate 1 g  / lit of water.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-07-11 16:16:13
KHARIF,HORTICULTURE,Medicinal and Aromatic Plants,Aloe Vera,Vegetative Propagation and Tissue Culture,Asking aloe Vera planting material availability,Recommended to contact Villupuram district horticulture department phone: 04146-221163,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-11 16:36:25
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Villupuram black gram market rate,Recommended for  Villupuram black gram market rate Rs 9499-9889/ quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-07-11 17:55:58
KHARIF,HORTICULTURE,Vegetables,Tomato,Nutrient Management,duration of Tomato,Recommended for the duration is minimum CO.3 100-105 days and maximum CO.2 duration of  145 days,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-12 7:30:40
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Paddy sowing season and varieties,"Recommended for Samba(Aug)I.White Ponni, CO 43, CR 1009, ADT 38, TRY 1*, ASD 19, ADT (R) 44, CORH 4, CO (R) 48, CO (R) 49, CO (R) 50, ADT (R) 49, TNAU Rice ADT 50",PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-12 19:45:01
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about paddy season and varieties,"Recommended for White Ponni, CO 43, CR 1009, ADT 38, TRY 1*, ASD 19, ADT (R) 44, CORH 4, CO (R) 48, CO (R) 49, CO (R) 50, ADT (R) 49, TNAU Rice ADT 50",PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-13 10:41:49
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Black  gram sowing season,recommended for the black  gram season  :Adipattam (June-August),PUDUCHERRY,PUDUCHERRY,OZHUKARAI,2016-07-13 14:31:15
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,sowing season for  Black gram,Recommended for sowing black gram Adipattam (June-August),PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-13 14:39:02
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,black gram market rate details,recommended for black gram market rate Rs 8999-9961 / quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-07-13 18:10:53
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg/ac,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-14 18:01:17
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about paddy market rate details,recommended for paddy market rate Rs 2250-2333 / quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-15 11:11:14
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about Vikkiravandi paddy ADT 37 market rate,Recommended for Vikkiravandi paddy ADT 37 market rate : 1279 Rs/Quintal (15.07.2016),PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-17 10:39:16
KHARIF,HORTICULTURE,Plantation Crops,Palmyra,Market Information,harvesting time of patanir from palmyrah,recommended for Planting after 12 to 15 years of palm,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 11:43:10
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market rate information for sesame,Recommended for Panruti,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-07-18 17:04:59
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Plant Protection,Asking about mealy bug management for cotton,Recommended for spray Imidacloprid 5 ml +acephate 20 g + sticking agent 10 ml /10 litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 18:09:55
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,sesame market rate,Recommended for sesame market rate Rs 4125-8336/quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 18:43:43
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Villupuram black gram market rate,Recommended for  Villupuram black gram market rate Rs 8700-9400/ quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-19 17:05:43
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy foliar application information,Recommended for spray urea 5 g + zinc sulphate 5 g / liter of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-20 6:50:00
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,top dressing for paddy,recommended for apply ammonium sulphate 30kg/ac,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-07-21 11:24:53
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Top dressing fertilizer management for paddy,Recommended for urea 25 kg+ potash 15 kg+ neem cake 5 kg+ mn mixture 5 kg /ac.,PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-07-21 16:45:51
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,contact number of puducherry nabard bank,recommended number for puducherry nabard bank is 0413 2245241,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-23 14:56:05
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Bio-Pesticides and Bio-Fertilizers,Asking about Azola recommendation level in paddy,Recommended for apply Azola 100 kg/ac.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-24 18:28:10
KHARIF,AGRICULTURE,Others,Others,Plant Protection,yellowing of leaf in casuarina,Recommended for soil application biofertilizers 20gm/tree,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-25 9:33:23
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market information of Sesame,Recommended Market information of Sesame at Villupuram is Rs 40-52/kg on 22.07.16,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-25 10:58:41
KHARIF,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Nutrient Management,Ragi top fertilizer application,Recommended for apply 25 kg urea / acre at 35th day from date of planting,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-26 14:45:10
KHARIF,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Plant Protection,Sugarcane shoot borer control,Recommended for apply carbofuran 3 G 3 kg / acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-07-31 16:31:09
KHARIF,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,market rate for sesame,recommended market rate for sesame Thattanchavady 2096-5761 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-01 8:34:04
JAYAD,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,sucking  pest management for Brinjal,recommended for the spray  Dimethoate 2ml /lit of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-02 18:03:54
JAYAD,AGRICULTURE,Millets,Kodo Millet (Kodara/Varagu),Sowing Time and Weather,sowing season for Varagu,Recommended for varagu sowing season  July-August,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-02 19:56:52
JAYAD,AGRICULTURE,Sugar and Starch Crops,Tapioca (Cassava),	Plant Protection	,sucking pest control in tapioca,recommended for Spray imidaclopride 0.6 ml/lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-03 14:07:44
JAYAD,HORTICULTURE,Plantation Crops,Teak,Nutrient Management,Casuarina top fertilizer management,Recommended for apply urea 10 kg + super phosphate 30 kg + potash 20 kg/ac,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-03 14:39:42
KHARIF,HORTICULTURE,Fruits,Aonla,	Plant Protection	,Plant growth regulator in anola,Recommended for spray Brassinolide 0.5 ml/litre of water.,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-04 18:04:34
JAYAD,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,panchakavya preparation information,recommended for cow dung 5 kg + cow urine 3 litre + toddy 2 litre + banana 12 + butter milk 3 litre + cane juice 3 litre +milk 3 litre + tender coconut 3 litre  mix well after 15 to 20 days it will be ready,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-04 19:13:18
JAYAD,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,amirtha  karaisal preparation,recommended for cowdung 10 kg + cow urine 10 kg + 100 litre of water + 250 gm jaggery / 1 litre karaisal  + 9 litre water mixed well to spray,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-04 19:27:28
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,asking about nematode in paddy,Recommended for apply carbofuran 3 - 5kg /ac,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-05 18:07:19
JAYAD,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,asking about need for brinjal,"recommended for contact with Department of Vegetable Crops,  TNAU, Coimbatore, phone; 0422-6611374",PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-05 18:30:18
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Crop loan  details,recommended for the contact near  bank,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-06 13:24:52
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Market rate for black gram,Recommended for Rs 3259-10209/quintal.,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-07 17:10:15
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy basal fertilizer management,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10kg + FYM 10ton /ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-08 9:15:39
KHARIF,HORTICULTURE,Fruits,Aonla,Bio-Pesticides and Bio-Fertilizers,disease pre control in amla,recommended for spray Pseudomonas fluorescence 5 g/lit of water,PUDUCHERRY,PUDUCHERRY,OZHUKARAI                                         ,2016-07-08 9:43:51
KHARIF,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,shoot borer in brinjal,recommended for spray profenophos50EC 2ml+teepol 1ml+neemoil 3ml/lit of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-08 12:22:16
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Basal dose fertilizer application in Paddy,Recommended for apply DAP-50 kg + Zinc sulphate-10 kg +neem cake-10 kg/acre,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-08 16:34:30
KHARIF,AGRICULTURE,Sugar and Starch Crops,Tapioca (Cassava),	Plant Protection	,tapioca mealy bug management,recommended for spray profenophos 2 ml + acephate 1 g  / lit of water.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-07-11 16:16:13
KHARIF,HORTICULTURE,Medicinal and Aromatic Plants,Aloe Vera,Vegetative Propagation and Tissue Culture,Asking aloe Vera planting material availability,Recommended to contact Villupuram district horticulture department phone: 04146-221163,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-11 16:36:25
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Villupuram black gram market rate,Recommended for  Villupuram black gram market rate Rs 9499-9889/ quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-07-11 17:55:58
KHARIF,HORTICULTURE,Vegetables,Tomato,Nutrient Management,duration of Tomato,Recommended for the duration is minimum CO.3 100-105 days and maximum CO.2 duration of  145 days,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-12 7:30:40
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Paddy sowing season and varieties,"Recommended for Samba(Aug)I.White Ponni, CO 43, CR 1009, ADT 38, TRY 1*, ASD 19, ADT (R) 44, CORH 4, CO (R) 48, CO (R) 49, CO (R) 50, ADT (R) 49, TNAU Rice ADT 50",PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-12 19:45:01
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about paddy season and varieties,"Recommended for White Ponni, CO 43, CR 1009, ADT 38, TRY 1*, ASD 19, ADT (R) 44, CORH 4, CO (R) 48, CO (R) 49, CO (R) 50, ADT (R) 49, TNAU Rice ADT 50",PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-13 10:41:49
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices	,Black  gram sowing season,recommended for the black  gram season  :Adipattam (June-August),PUDUCHERRY,PUDUCHERRY,OZHUKARAI                                         ,2016-07-13 14:31:15
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,sowing season for  Black gram,Recommended for sowing black gram Adipattam (June-August),PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-13 14:39:02
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,black gram market rate details,recommended for black gram market rate Rs 8999-9961 / quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-07-13 18:10:53
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg/ac,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-07-14 18:01:17
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about paddy market rate details,recommended for paddy market rate Rs 2250-2333 / quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-15 11:11:14
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about Vikkiravandi paddy ADT 37 market rate,Recommended for Vikkiravandi paddy ADT 37 market rate : 1279 Rs/Quintal (15.07.2016),PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-17 10:39:16
KHARIF,HORTICULTURE,Plantation Crops,Palmyra,Market Information,harvesting time of patanir from palmyrah,recommended for Planting after 12 to 15 years of palm,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 11:43:10
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market rate information for sesame,Recommended for Panruti	market rate : 3998 - 6648 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-07-18 17:04:59
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,Asking about mealy bug management for cotton,Recommended for spray Imidacloprid 5 ml +acephate 20 g + sticking agent 10 ml /10 litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 18:09:55
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,sesame market rate,Recommended for sesame market rate Rs 4125-8336/quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-18 18:43:43
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Villupuram black gram market rate,Recommended for  Villupuram black gram market rate Rs 8700-9400/ quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-19 17:05:43
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy foliar application information,Recommended for spray urea 5 g + zinc sulphate 5 g / liter of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-07-20 6:50:00
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,top dressing for paddy,recommended for apply ammonium sulphate 30kg/ac,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-07-21 11:24:53
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Top dressing fertilizer management for paddy,Recommended for urea 25 kg+ potash 15 kg+ neem cake 5 kg+ mn mixture 5 kg /ac.,PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-07-21 16:45:51
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,contact number of puducherry nabard bank,recommended number for puducherry nabard bank is 0413 2245241,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-23 14:56:05
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Bio-Pesticides and Bio-Fertilizers,Asking about Azola recommendation level in paddy,Recommended for apply Azola 100 kg/ac.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-24 18:28:10
KHARIF,AGRICULTURE,Others,Others,	Plant Protection	,yellowing of leaf in casuarina,Recommended for soil application biofertilizers 20gm/tree,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-25 9:33:23
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market information of Sesame,Recommended Market information of Sesame at Villupuram is Rs 40-52/kg on 22.07.16,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-07-25 10:58:41
KHARIF,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),Nutrient Management,Ragi top fertilizer application,Recommended for apply 25 kg urea / acre at 35th day from date of planting,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-07-26 14:45:10
